RECEITA,INGREDIENTES,URL SITE,YOUTUBE,TEMPO,DIFICULDADE,CATEGORIAS
Bacalhau Escondido,"g de atum fresco, Puré de batata ,  lima, ½ abacate,  tomate sem pele e sem sementes,  ovo de codorniz, Azeite  Pimenta Togarashi  Cebolinho  Picante  Sal  Pimenta preta moída  Para a Maionese:,  ovo,  c. chá de mostarda dijon,  ml de óleo vegetal,  dentes de alho, ½ malagueta vermelha,  c. sopa de vinagre,  cebola roxa, Sal q.b",https://www.24kitchen.pt/receita/,missing video,45,média,Prato Principal
Torta de Abóbora,"g de atum fresco, Puré de batata ,  lima, ½ abacate,  tomate sem pele e sem sementes,  ovo de codorniz, Azeite  Pimenta Togarashi  Cebolinho  Picante  Sal  Pimenta preta moída  Para a Maionese:,  ovo,  c. chá de mostarda dijon,  ml de óleo vegetal,  dentes de alho, ½ malagueta vermelha,  c. sopa de vinagre,  cebola roxa, Sal q.b",https://www.24kitchen.pt/receita/,missing video,45,média,Sobremesa
Suflês de Queijo Cabra,"g de manteiga sem sal, g de farinha de trigo, ml de leite quente, g de queijo de cabra esmagado com um garfo, ½ colher de chá de colorau doce,  gemas,  claras,  colheres de sopa de natas , g de requeijão, g de queijo da ilha de São Miguel ralado, Manteiga para untar ramequins, , Pão ralado para polvilhar os ramequins, Sal e pimenta , Para o vinagrete de mostarda e mel,  colher de chá de mostarda dijon com sementes, ml de vinagre de vinho branco, ml de azeite, Sal, , Acompanhamento: salada verde de espinafres e nozes",https://www.24kitchen.pt/receita/sufles-de-queijo-cabra,https://youtu.be/jDv7aFsE56s,45,média,Aperitivos e Petiscos
Biscoitos de Bolota com Figos Secos ,"g óleo de coco derretido, g de açúcar mascavado,  ovo,  colher de chá de essência baunilha,  pitada de sal, g de farinha de bolota, g de farinha de arroz,  colher de chá de fermento, g de flocos de aveia finos, g de figos secos grosseiramente picados",https://www.24kitchen.pt/receita/biscoitos-de-bolota-com-figos-secos,https://youtu.be/GlWRNKKdXCA,45,média,Sobremesa
Cogumelos Recheados com Alheira e Ovo de Codorniz,"g de cogumelos Paris ,  fatias de presunto de Porco Preto, Tomilho , Sal , Azeite",https://www.24kitchen.pt/receita/cogumelos-recheados-com-alheira-e-ovo-de-codorniz,https://youtu.be/4l2Kkw-4opI,45,média,Prato Principal
Rosbife de Novilho com molho à Mirandesa," peça de vazia de novilho, arranjada e limpa , Sal, , Pimenta Preta , Mostarda , Óleo , Azeite , Folhas de espinafre baby, para decorar, Molho:, g de cebola picada,  dentes de alho picados, mlde azeite,  folha de louro, g de pimentão doce,  colher de sopa de vinagre, Sal, ",https://www.24kitchen.pt/receita/rosbife-de-novilho-com-molho-a-mirandesa,https://youtu.be/6yMNr2s0XgA,45,média,Prato Principal
"Tarte de Requeijão, Doce de Abóbora e Praliné de Nozes","g de requeijão de ovelha, g de açúcar,  ovos, g de manteiga derretida, g de farinha, g de fermento, Raspa de  limão, Praliné:, g de nozes Pecan, g de açúcar, ml de água, Doce de abóbora, para o empratamento, Açúcar em pó para polvilhar",https://www.24kitchen.pt/receita/tarte-de-requeijao-doce-de-abobora-e-praline-de-nozes,https://youtu.be/Tl5R8y4RPj8,60,dificil,Sobremesa
Carnes em Terrina,"g de entremeada cortada aos cubos, g de peito de frango do campo cortado aos cubos, g de carne porco da pá cortado aos cubos, g de fígado de porco, g de bacon cortado em em cubos,  dente de alho picados,  colher de café de alecrim seco picado,  colher de chá de orégãos, ½ malagueta picada sem sementes, ½ colher de café de pimenta moída,  colher de café de sal, g de ameixas secas, já maceradas  horas em ml de gin morno, ml de vinho branco,  colher de sopa de gin, g de fatias de bacon muito finas,  folhas de louro, g de banha derretida, Para a tábua:, Tostas, broa, pão caseiro, bolachas de água e sal, Fruta , Azeitonas com raspas de laranja, Azeite com vinagre balsâmico e uns orégãos",https://www.24kitchen.pt/receita/carnes-em-terrina,https://youtu.be/etL36IhkSog,45,média,Prato Principal
Tábua de Gressinos com dip de Queijo,"Molho:, g de queijo feta, g de queijo-creme,  colher de sopa de folhas de hortelã picadas,  colheres de sopa de iogurte grego,  fio de azeite, Gressinos:, ½ massa reservada da receita , g sementes de sésamo, Sal grosso, Para a tábua:, Pepino em palitos, Nozes tostadas, Pimentos vermelhos às tiras, Cenouras em palitos",https://www.24kitchen.pt/receita/tabua-de-gressinos-com-dip-de-queijo,https://youtu.be/IYT5M1UmaEU,30,fácil,Aperitivos e Petiscos
Húmus de Abóbora com Almofadas crocantes,"Quadrados:, g de farinha de trigo sem fermento,  pitada de sal,  c. de chá de açúcar, g de fermento de padeiro fresco, ml de água morna,  c. de sopa de azeite,  ovo,  c. de sopa de pevides de abóbora, Sal grosso ,  c. de chá de paprika fumada, Húmus:, g de abóbora manteiga cortada em cubos de  cm,  dentes de alho com casca e esmagados,  dentes de alho sem casca e picado grosseiramente,  colheres de sopa de sumo de limão, g de grão cozido e escorrido,  colheres de sopa de tahini, Azeite , Sal e pimenta a gosto,  colheres de sopa de salsa picada,  colher de café de canela,  colher de café de cominhos em pó,  colher de chá de paprika fumada,  colher de sopa de pevides de abóbora tostados para enfeitar, Aipo e pepino em palitos",https://www.24kitchen.pt/receita/humus-de-abobora-com-almofadas-crocantes,https://youtu.be/FvVOm84IK2Y,45,média,Aperitivos e Petiscos
Salada de Ananás com Camarão,"g de camarão , ½ pimento vermelho picado,  cebola roxa pequena cortada em meias-luas muito finas, g de coentros grosseiramente picados, Molho da salada:, Sumo de meia lima, ml de azeite,  colheres de sopa de mel,  colher de sopa de vinagre de sidra, Sal e pimenta a gosto, g Canónigos para empratamento",https://www.24kitchen.pt/receita/salada-de-ananas-com-camarao,https://youtu.be/hZZfjQcNj_Q,30,fácil,"Saladas, Prato Principal"
Lombinhos de Porco na Frigideira com Ananás,"g de lombinho de porco, ml de molho de soja, cm de gengibre fresco ralado,  dente de alho, ½ malagueta picada e sem sementes,  colheres de sopa de azeite para a marinada, g de ananás cortado em triângulos ,  colheres de sopa de azeite para grelhar,  laranja, Legumes:,  cebola cortada em meias-luas, ½ pimento vermelho cortado em tiras, ½ pimento verde cortado em tiras, Sal e pimenta, ,  Ananás dos Açores, g Arroz basmati cozido para servirempratar",https://www.24kitchen.pt/receita/lombinhos-de-porco-na-frigideira-com-ananas,https://youtu.be/wNw1HkIqaCc,30,fácil,Prato Principal
Bolo de Ananás Invertido,"g de manteiga ,  ovos, ml de natas, Uma pitada de sal",https://www.24kitchen.pt/receita/bolo-de-ananas-invertido,https://youtu.be/A-9NDNTPwxE,45,média,Sobremesa
Bowl de Cevada,"g de cevada , g de batata-doce em cubos, g de batata branca em cubos, g de curgete em cubos,  cebolas médias picadas, g de abóbora menina em cubos,  ramos de tomilho, ½ pimento vermelho cortado em cubos,  ramo de hortelã, Sal e pimenta a gosto, L de água quente,  alga kombu, Alho-francês deep fried:,  alho-francês, Óleo para fritar",https://www.24kitchen.pt/receita/bowl-de-cevada,https://youtu.be/xSAvTcMQ9zc,45,média,Prato Principal
Poke Bowl,Molho do arroz ,https://www.24kitchen.pt/receita/poke-bowl,https://youtu.be/inUN8T4LiEg,45,média,Prato Principal
Smoothie Bowl,"Granola:, g de flocos de aveia, g de frutos secos  grosseiramente picadas, g de arroz tufado,  colheres de sopa de açúcar amarelo,  pitada de sal, Smoothie:, g de morangos congelados,  banana congelada, Para montar:,  morangos frescos,  bananas finamente laminadas, Mel",https://www.24kitchen.pt/receita/smoothie-bowl,https://youtu.be/jQJwhlxmlgY,30,fácil,"Sobremesa, Pequeno-almoço e Brunch"
Sopa de Sabores Alentejanos," cebolas picadas, ml de azeite, g de batata , Água quente, na chaleira,  dente de alho, g de coentros,  ovos inteiros, Queijo de ovelha curado do alto Alentejo ralado",https://www.24kitchen.pt/receita/sopa-de-sabores-alentejanos,https://youtu.be/5LF-ESuqBKY,45,média,Sopas e Cremes
Coelho frito com Migas,"Coelho:,  coelho cortado em pedaços pequenos,  dentes de alho picado,  colher de sopa de massa de pimentão,  colher de chá de pimenta,  colher de chá de sal, Sumo de  limão, ml de vinho tinto,  ramos de alecrim, ml de azeite, ml de vinho do Porto, Para as migas:,  dentes de alho picado, g de chouriço de porco preto cortado em cubos ,cm, g de toucinho de porco preto em cubos ,cm, g de coentros picados, g de espinafres frescos, g de pão alentejano do dia anterior cortado fino e sem côdea e aos cubos de  cm, ml de água quente",https://www.24kitchen.pt/receita/coelho-frito-com-migas,https://youtu.be/3xD_XxuW718,45,média,Prato Principal
Torta Negra Venezuelana,"g de manteiga à temperatura ambiente, g de açúcar branco, g de farinha de trigo já peneirada,  colher de chá de fermento ,  colher de sopa de farinha para colocar na fruta, g de chocolate negro derretido, g de mel, g de nozes picadas, Açúcar em pó para decorar, Manteiga para untar, Farinha para polvilhar",https://www.24kitchen.pt/receita/torta-negra-venezuelana,https://youtu.be/rq_saFFKYRQ,45,média,Sobremesa
Tequeños com Queijo,"g de farinha de trigo,  colheres de sopa de manteiga derretida, ml de água morna,  colher de sopa de açúcar, ½ colher de sopa de sal,  ovo inteiro, g de queijo flamengo cortado em paralelepípedos de xx  cm, Farinha para polvilhar, Óleo para fritar, Maionese de coentros:, ½ dente de alho,  colheres de café de raspa de limão,  colheres de sopa de sumo de limão,  gema de ovo, Sal, g de óleo de girassol, g de coentros picados, g de Queijo Quark",https://www.24kitchen.pt/receita/tequenos-com-queijo,https://youtu.be/hhbTdOVfZ2E,45,média,"Aperitivos e Petiscos, Prato Principal"
Arepas Recheadas com Pato e Pickles,"Massa:, ml de água morna,  colher de chá de sal grosso, g de Farinha de arepa , Óleo para pincelar frigideira, Pickles caseiros de Couve-roxa:, ¼ de couve roxa, cortada em juliana no processador de cozinha,  folha de couve -das de fora -para depois servir para cobrir, ml de água mineral,  colher de sopa de sal grosso,  colheres de sopa de vinagre de arroz,  frasco de litro hermeticamente fechado, g de pato cozido e desfiado, Queijo creme para barrar",https://www.24kitchen.pt/receita/arepas-recheadas-com-pato-e-pickles,https://youtu.be/XQWMnAVUeEM,45,média,Prato Principal
Cavalas no forno com Cuscuz aromatizado,"Para Cavalas:,  cavalas com cerca de g cada ,  ramos de tomilho-limão,  rodelas de limão com ,cm de espessura, Azeite , Sal e pimenta , g de cuscuz de grão médio, Para a água de cozer o cuscuz:,  Anis, cm de Gengibre,  colher de chá de curcuma, colher de café de sementes de funcho, ½ colher de café de canela, Sal e pimenta, Para o cuscuz:,  ramo de hortelã, g de azeitonas pretas sem caroço picado finamente,  dente de alho pequeno picado finamente, ½ malagueta fresca picada finamente, g de nozes tostadas picadas finamente, g de amêndoas laminadas e tostadas,  colheres de sopa de azeite, Sumo de  limão,  laranja aos gomos, para decorar",https://www.24kitchen.pt/receita/cavalas-no-forno-com-cuscuz-aromatizado,https://youtu.be/F1DJjZRu0Xg,45,média,Prato Principal
Pastéis de Castanha e Caju,"g de castanhas cozidas com ½ colher de chá de erva-doce, g de açúcar branco, g de caju moído,  ovos, ml de água quente,  pau de canela,  massa folhada retangular, g de avelã moída, Açúcar em pó para polvilhar, Canela em pó para polvilhar",https://www.24kitchen.pt/receita/pasteis-de-castanha-e-caju,https://youtu.be/gs9ZmsYewPo,45,média,"Aperitivos e Petiscos, Prato Principal"
Tostas de sardinha e Alcaparras,g de sardinhas ,https://www.24kitchen.pt/receita/tostas-de-sardinha-e-alcaparras,https://youtu.be/9tBO0JRjgNc,30,fácil,"Aperitivos e Petiscos, Prato Principal"
Empada de Rabo de Boi com Castanhas do Marvão," rabo de boi -Carne , Farinha para envolver, ml de azeite, ml de vinho branco, ml de vinho do porto,  chalotas picadas,  talo de aipo picado,  dentes de alho picado,  cenouras em cubos de  cm,  c. de sopa de concentrado de tomate,  ramos de alecrim numa compressa em tecido não tecido atado, sal e pimenta, g de castanhas do Marvão DOP, cozidas e sem casca,  bases de massa quebrada, ovo para pincelar,  c. de sopa de leite, Grelos cozidos para acompanhar",https://www.24kitchen.pt/receita/empada-de-rabo-de-boi-com-castanhas-do-marvao,https://youtu.be/zBEbKjbur-4,45,média,"Aperitivos e Petiscos, Prato Principal"
Queijada de Requeijão e Amêndoa,"Recheio:,  requeijão da Beira Baixa DOP –cerca de g, g amêndoa do Douro DOP sem pele e reduzida a farinha,  ovos, g de açúcar, pitada de sal, Mel de Monchique DOP para regarPara a base, g farinha de trigo, ml de água morna, Pitada de sal, Manteiga para untar, Farinha para polvilhar,  kg Grão seco",https://www.24kitchen.pt/receita/queijada-de-requeijao-e-amendoa,https://youtu.be/75iJuztRtq0,45,média,Sobremesa
Endívias com Queijo de Nisa," endívias,  queijo de Nisa DOP mais amanteigado,  colheres de sopa de azeite, Sal, Pimenta, g de miolo de nozes tostadas para decorar, Molho:, ml de vinho Moscatel,  colheres de sopa de vinagre de vinho tinto, g açúcar mascavado",https://www.24kitchen.pt/receita/endivias-com-queijo-de-nisa,https://youtu.be/Cc8BVTl76cE,45,média,Prato Principal
Cuscuz de Camarão,"g de cuscuz, g de tomate-cereja, g de camarão , Azeite, , Vinho branco, , Sal e pimenta, , Mangericão, Para o caldo:, ⁄ cebola picada, ⁄ cenoura picada, Cascas de camarão,  fio de azeite,  colher de polpa de tomate, Água quente",https://www.24kitchen.pt/receita/cuscuz-de-camarao,https://youtu.be/Sm6YEmgTooc,45,média,Prato Principal
Gambas Asiáticas,"g de gambas, ml de molho de soja, g de óleo de sésamo, ½ malagueta com pele e sementes, g de açúcar,  molho de coentros, g de gengibre fresco, g de wasabi em pó, Sumo de meia lima",https://www.24kitchen.pt/receita/gambas-asiaticas,https://youtu.be/mozxEQFFl_M,45,média,Prato Principal
Tapioca com coco e frutas," ml de açúcar,  ml de leite de coco, g de pérolas de tapioca,  manga,  romã,  maracujá,  jarro cheio de água fria ",https://www.24kitchen.pt/receita/tapioca-com-coco-e-frutas,https://youtu.be/uob5XkwgDSo,30,fácil,"Sobremesa, Pequeno-almoço e Brunch"
Panquecas de Coco e Arroz- hao Nom Kok,"g de farinha de arroz, g de farinha de arroz glutinoso , g de açúcar branco, ml de leite de coco,  colher de chá de sal,  manga inteira e madura, Óleo para pincelar",https://www.24kitchen.pt/receita/panquecas-de-coco-e-arroz-hao-nom-kok,https://youtu.be/y-QAvfJEP4E,30,fácil,"Sobremesa, Pequeno-almoço e Brunch"
Sanduíche de Alface com Peixe e Molho de Amendoim,"Molho:, ml de água quente, g de açúcar branco,  colheres de sopa de Sriracha sauce, ½ colher de chá de sal,  colheres de sopa de alho fumado, g de manteiga de amendoim com pedaços, Sumo de ½ lima, Noodles:, g de Noodles de arroz finos, Peixe:,  filetes de dourada com pele , Folhas de Alface inteiras",https://www.24kitchen.pt/receita/sanduiche-de-alface-com-peixe-e-molho-de-amendoim,https://youtu.be/6D_T5ta28Ss,30,fácil,Prato Principal
Sticky Rice com Dips de Beringela e de Pimento,"Jeow , Para montar:, Folhas de endívias inteiras",https://www.24kitchen.pt/receita/sticky-rice-com-dips-de-beringela-e-de-pimento,https://youtu.be/cBw9v7fkc2o,45,média,Prato Principal
Chutney de Alperce," alperces frescos ou podem ser congelados, descaroçados ecortados em oitavos ",https://www.24kitchen.pt/receita/chutney-de-alperce,https://youtu.be/LRMg1zJbtes,45,média,Sobremesa
Biscoitos de Alperce,"g de sementes variadas , g Alperces secos picadinhos, g de óleo de coco derretido, g de óleo de amendoim, g de açúcar amarelo,  ovos,  colher de chá de essência de baunilha, ½ colher de chá de fermento, ½ colher de chá de Bicarbonato de sódio, g de farinha de Aveia, g de Farinha de Arroz, Doce de Alperce para acompanhar",https://www.24kitchen.pt/receita/biscoitos-de-alperce,https://youtu.be/naeDeEmRFr0,45,média,Sobremesa
Frango com Pesto de Aleperce," frango inteiro com cerca de kg a ,kg, g de alperces secos de boa qualidade, muito bem picados, g de parmesão de barra ralado na hora,  a  folhas de manjericão, g de miolo de noz,  colheres de sopa de manteiga à temperatura ambiente, colher de sopa de sumo de limão,  colher de café de sal,  dente de alho, sal e pimenta , Salada verde + arroz branco, para acompanhar",https://www.24kitchen.pt/receita/frango-com-pesto-de-aleperce,https://youtu.be/sJGlWB6rHAU,45,média,Prato Principal
Salada de Salmão Fumado,"g de fusili de lentilhas vermelhas ,  colheres de sopa de alcaparras, ½ funcho laminado finíssimo, g de rúcula,  ovos cozidos, g de salmão fumado, Para o molho:, g de queijo fresco creme,  anchovas,  colheres de sopa sumo de limão,  colheres de sopa de azeite, pimenta, Raspa de limão",https://www.24kitchen.pt/receita/salada-de-salmao-fumado,https://youtu.be/bm3caJ_IONw,30,fácil,Saladas
